id,Name,Age,Gender,Location,School_Grade,Daily_Usage_Hours,Sleep_Hours,Academic_Performance,Social_Interactions,Exercise_Hours,Anxiety_Level,Depression_Level,Self_Esteem,Parental_Control,Screen_Time_Before_Bed,Phone_Checks_Per_Day,Apps_Used_Daily,Time_on_Social_Media,Time_on_Gaming,Time_on_Education,Phone_Usage_Purpose,Family_Communication,Weekend_Usage_Hours,Addiction_Level
2002,Fatiha Mezouar,19,Female,Taxlent,11th,6.3,5.6,88,2,0.0,6,5,8,0,0.0,68,10,1.9,1.0,0.8,Education,5,3.1,9.8
2003,Zoulikha Khammar,16,Female,Taskriout,12th,2.8,6.1,96,7,1.5,8,1,4,1,1.7,33,13,1.8,1.9,2.2,Education,7,8.1,6.7
2004,Chahinez Benhadj,13,Male,Bou Saada,10th,5.7,8.2,57,1,1.5,5,8,1,1,1.3,59,13,1.0,1.6,0.9,Education,1,3.7,8.0
2005,Salem Louanchi,16,Male,Tala Hamza,8th,2.5,6.7,81,1,1.6,7,1,8,1,0.6,85,6,1.2,2.1,0.7,Other,5,7.4,5.4
2006,Slimane Ouahrani,13,Female,Blida,7th,3.0,4.2,67,0,0.8,7,8,2,1,0.2,42,19,1.1,2.6,1.4,Gaming,6,6.8,9.2
2007,Said El Hachemi,14,Prefer not to say,Aïn Oulmene,9th,2.4,4.6,80,3,2.1,6,3,8,1,1.0,22,6,4.7,2.6,1.0,Other,4,3.2,9.0
2008,Ayoub Ben Messaoud,17,Prefer not to say,Boukrama,12th,4.5,4.9,77,0,0.6,10,9,2,0,1.5,23,9,2.8,2.6,0.8,Education,7,5.7,9.7
2009,Youssra Selmane,18,Male,Aïn Oussara,11th,1.8,4.0,52,1,2.2,8,7,9,1,2.2,144,8,1.9,2.6,2.1,Social Media,7,5.3,8.8
2010,Mustapha El Hachemi,16,Female,Gueddara,10th,8.3,3.3,54,4,0.3,1,1,3,1,0.2,75,8,2.1,2.2,1.1,Education,9,5.8,10.0
2011,Youssef Fetouni,16,Prefer not to say,Amoucha,8th,1.7,6.1,93,6,0.0,7,1,4,0,0.9,54,8,4.3,2.6,0.9,Gaming,6,3.1,8.2
2012,Ziad Lakhdar,13,Female,Ouargla,10th,7.6,9.7,76,6,0.9,2,6,4,1,0.3,75,5,2.1,0.4,0.0,Other,2,6.5,7.8
2013,Rafik Ben Messaoud,18,Male,Naama,10th,4.2,7.6,58,1,1.2,4,2,7,1,1.1,59,15,2.7,1.1,0.8,Education,9,4.3,8.4
2014,Wissal Henni,16,Prefer not to say,Tiaret,9th,4.0,6.7,57,10,1.0,9,10,9,1,1.1,123,20,3.9,1.5,0.0,Education,9,7.7,10.0
2015,Dounia Hamoudi,19,Prefer not to say,Aïn Oulmene,12th,5.2,6.2,53,2,1.6,2,6,2,1,0.3,22,10,0.0,1.7,0.7,Gaming,6,8.6,6.2
2016,Noureddine Touam,14,Male,Tala Ifacene,9th,4.3,3.9,64,2,2.9,10,10,6,1,0.6,119,9,1.1,1.4,1.8,Other,4,6.7,9.0
2017,Majid Messaoudi,18,Prefer not to say,Illizi,10th,9.8,5.1,54,4,1.2,1,6,5,0,0.6,91,20,2.6,1.6,0.6,Gaming,5,5.4,10.0
2018,Nadia Bouteldja,16,Female,Aïn Soltane,9th,6.7,4.6,85,7,1.2,8,7,1,1,2.1,115,5,2.2,1.7,0.9,Education,4,4.7,10.0
2019,Mahmoud Abderrahmane,14,Female,In Guezzam,7th,6.9,6.4,85,7,0.9,6,10,4,1,1.5,124,12,1.7,0.7,0.6,Gaming,6,6.6,10.0
2020,Meriem Amara,15,Male,Ouled Moussa,9th,7.3,8.8,71,9,2.3,6,6,3,1,0.6,104,8,2.4,1.3,2.4,Gaming,3,6.1,10.0
2021,Amin Nadjib,13,Prefer not to say,Oum El Bouaghi,8th,5.6,7.9,74,7,0.6,9,10,6,1,0.4,136,19,3.1,2.9,0.9,Education,4,3.5,10.0
2022,Imad Abderrahmane,15,Male,Algiers,10th,5.6,8.0,70,6,0.3,7,10,8,0,1.1,128,15,2.0,2.3,0.9,Social Media,3,7.2,10.0
2023,Sara Amara,18,Male,Bougaa,9th,3.4,7.2,57,4,1.2,3,10,1,1,1.8,41,19,1.0,0.4,1.4,Education,1,4.9,5.8
2024,Ouahiba Maouche,17,Male,Bousaada,12th,6.2,8.3,59,2,1.0,3,1,9,0,0.8,123,16,2.7,2.1,0.8,Gaming,9,7.5,10.0
2025,Lyes Slimani,17,Prefer not to say,Djelfa,12th,3.9,4.4,65,10,1.1,3,6,2,1,0.5,51,16,3.7,1.0,1.5,Other,6,5.9,10.0
2026,Farid Lazem,18,Female,Kadira,9th,6.5,3.4,84,2,1.2,7,6,10,0,0.5,26,10,1.8,1.8,0.8,Social Media,9,7.5,10.0
2027,Nesrine Gacemi,19,Prefer not to say,Messaad,7th,6.2,6.3,97,3,0.9,1,2,7,0,1.4,63,6,3.5,0.7,0.6,Education,1,6.2,9.7
2028,Rabah El Hachemi,19,Female,Aïn Arnat,12th,6.8,6.9,100,7,1.1,1,7,7,1,0.0,68,17,2.9,2.1,0.8,Gaming,10,6.2,10.0
2029,Anis Moussaoui,19,Male,Rouina,8th,4.9,9.3,50,4,0.0,7,4,1,0,0.3,117,5,3.5,4.0,0.9,Education,3,7.0,10.0
2030,El Hadi Ouattara,15,Male,Staouéli,9th,7.1,9.6,92,10,0.6,3,10,10,1,0.7,33,5,1.0,1.2,1.3,Social Media,6,6.6,6.2
2031,Souad Rouibah,14,Prefer not to say,Beni Azziz,7th,5.3,9.2,62,4,0.7,8,1,6,0,1.2,69,9,2.6,0.9,0.8,Browsing,2,7.3,7.4
2032,Samira Abbas,16,Male,Bousaada,10th,4.1,6.8,52,7,0.0,9,8,3,0,1.4,30,7,2.3,2.9,0.7,Other,5,10.3,7.9
2033,Tarek Amara,14,Female,Aïn Bouziane,7th,4.2,8.1,78,1,1.6,9,3,7,0,0.4,110,11,4.9,1.3,0.9,Gaming,1,2.2,10.0
2034,Jihane Meftah,19,Male,Skikda,8th,5.4,8.4,69,3,1.4,1,2,2,0,0.3,57,18,2.9,1.9,0.9,Browsing,10,2.9,10.0
2035,Hamza Ali,14,Prefer not to say,Bou Saada,7th,2.6,6.3,73,7,2.3,2,6,5,0,0.4,120,7,3.3,2.9,0.9,Social Media,9,3.6,9.4
2036,Chahinez Zitouni,16,Prefer not to say,Ouyoun El Assafs,8th,7.0,6.4,65,6,1.2,4,6,9,0,0.6,135,20,1.8,0.0,0.4,Other,2,5.3,10.0
2037,Sabah Benmokhtar,18,Prefer not to say,Touggourt,11th,0.0,7.1,83,0,1.9,10,3,6,0,2.0,77,11,1.1,2.3,1.5,Education,6,9.0,3.6
2038,Wissal Tayebi,17,Female,Bordj Bou Arréridj,9th,3.4,6.2,79,10,1.0,10,5,2,0,0.9,109,11,4.3,2.3,2.3,Gaming,7,6.2,10.0
2039,Jaouad Amara,19,Male,Oued Zénati,11th,6.2,3.3,75,6,0.8,9,9,4,0,0.7,28,14,3.2,1.5,2.5,Social Media,2,4.2,10.0
2040,Djamel Tebboune,16,Female,Mostaganem,8th,5.3,3.0,79,4,2.1,1,3,7,1,0.9,74,14,3.8,2.1,1.1,Other,3,3.4,10.0
2041,Zakaria Djilali,14,Male,Médéa,8th,4.8,6.5,51,1,0.7,9,2,3,0,1.4,146,16,2.0,3.0,1.5,Other,7,6.6,10.0
2042,Abderrahmane Benguettaf,15,Female,Tébessa,12th,4.9,5.7,88,3,0.7,10,10,5,1,0.5,36,12,3.0,3.4,0.7,Social Media,2,6.0,10.0
2043,Souad Ben Aoun,15,Female,Béjaïa,12th,0.2,5.4,78,4,1.0,9,8,4,0,1.5,102,14,1.6,0.3,0.4,Social Media,2,7.7,4.2
2044,Amin Tebboune,15,Female,El Kala,10th,6.4,6.3,96,1,1.9,1,10,4,0,0.9,82,6,0.7,1.4,1.8,Other,7,4.9,8.2
2045,Samir Louanchi,19,Male,Agouni Gueghrane,7th,2.8,7.9,99,5,1.3,1,5,5,0,1.0,86,13,2.5,1.8,1.4,Browsing,2,1.3,7.5
2046,Sabah Khelifi,14,Male,Mostaganem,12th,7.4,6.4,81,9,0.4,4,10,4,1,1.4,116,6,1.2,0.0,1.0,Social Media,5,3.9,8.9
2047,Souad Cheikh,13,Prefer not to say,Tarik Ibn Ziad,7th,3.0,7.1,72,6,2.2,5,2,9,1,1.9,106,10,1.1,1.4,0.0,Education,1,5.0,6.1
2048,Rima Younsi,13,Female,Guerrouma,11th,4.4,5.1,72,10,1.0,9,9,2,1,1.8,41,18,1.2,0.9,0.4,Education,7,5.5,8.4
2049,Zahra Mezouar,14,Male,Illizi,12th,2.7,7.7,70,5,1.1,5,5,5,0,1.2,135,20,2.8,2.3,1.1,Browsing,9,5.4,10.0
2050,Djallel Slimani,16,Prefer not to say,Agouni Gueghrane,11th,3.0,4.2,96,2,0.9,10,3,8,1,0.7,96,7,2.3,2.0,0.5,Gaming,9,2.9,8.5
2051,Houria Benaissa,17,Prefer not to say,El Oued,10th,5.3,6.4,83,4,0.5,4,1,5,1,1.1,145,9,2.2,1.0,1.8,Browsing,7,6.5,10.0
2052,Zohir Bendjebbar,18,Male,Bir Ghbalou,10th,3.0,3.1,66,7,0.0,3,6,9,0,1.4,33,20,3.4,1.6,1.2,Gaming,6,5.5,10.0
2053,Issam Messaoudi,13,Female,Tébessa,8th,5.0,6.0,90,8,1.7,10,7,1,1,0.3,29,7,2.4,0.8,2.1,Social Media,1,7.7,7.2
2054,Riad Messaoud,19,Female,Tamokra,10th,7.9,7.3,95,0,1.8,5,3,1,1,1.1,101,13,1.8,0.2,0.6,Social Media,8,5.3,10.0
2055,Narimane Ghazi,19,Prefer not to say,Djebahia,10th,4.3,9.2,53,8,0.5,10,3,10,1,1.6,47,14,2.7,1.2,0.0,Social Media,2,5.6,7.3
2056,Dounia Chabane,14,Male,Iferhounène,9th,0.4,9.0,79,9,0.6,2,2,9,0,0.7,36,14,3.0,2.0,0.7,Education,7,8.5,4.4
2057,Sofian Kerroum,17,Male,Aïn Oulmene,12th,4.7,5.5,68,5,0.3,8,1,6,0,1.5,77,8,1.9,1.3,0.0,Social Media,1,5.5,8.3
2058,Salem Segni,17,Male,Djelfa,12th,4.3,5.9,90,5,0.9,7,7,1,0,1.3,129,14,2.6,1.9,1.9,Gaming,3,7.7,10.0
2059,Ryma Merabet,17,Prefer not to say,El M'Ghair,8th,4.4,5.3,55,2,1.5,3,5,7,1,0.9,120,12,2.0,2.1,1.5,Browsing,6,10.2,10.0
2060,Yahia Toumi,13,Prefer not to say,Chir,12th,5.3,7.6,76,1,1.0,7,3,9,1,0.5,130,10,1.8,0.0,1.0,Education,9,7.2,7.9
2061,Zine Eddine Ouahrani,13,Prefer not to say,El Bayadh,8th,8.7,8.6,97,9,1.0,10,3,2,0,0.5,59,5,3.4,2.2,1.9,Social Media,2,9.7,10.0
2062,Lina Boudjemaa,19,Male,El Oued,8th,1.8,4.7,87,1,0.3,2,5,10,1,0.6,24,14,2.2,0.0,0.0,Social Media,9,5.7,4.9
2063,Salma Mahdi,13,Prefer not to say,Aïn Témouchent,8th,6.2,8.3,77,1,0.4,7,2,4,0,1.1,141,5,3.8,1.4,0.9,Browsing,8,6.2,10.0
2064,Abdelkader Ben Aoun,19,Male,Reghaïa,8th,5.2,8.6,76,1,1.8,10,3,6,0,1.1,33,8,2.0,1.0,1.6,Other,5,8.8,6.2
2065,Basma Ben Aoun,13,Prefer not to say,Akbou,7th,3.5,8.7,73,9,1.4,9,6,5,0,0.2,30,8,3.6,2.1,0.9,Education,2,7.0,7.0
2066,Heythem Hadj,17,Prefer not to say,Aïn Soltane,10th,6.6,5.0,99,3,0.3,6,6,1,1,1.5,66,15,1.9,2.4,0.1,Gaming,5,10.0,10.0
2067,Salem Belkacem,15,Prefer not to say,Tala Ifacene,9th,6.9,6.8,92,5,1.6,1,8,2,0,0.4,68,10,2.6,1.4,0.8,Browsing,4,8.9,10.0
2068,Salma Djelloul,13,Female,Berrihane,8th,5.6,8.3,94,2,0.0,4,6,9,0,1.0,144,5,1.8,0.9,1.8,Social Media,9,5.7,8.0
2069,Celia Khelifi,16,Female,Sidi Lakhdar,8th,3.4,8.6,63,1,1.8,1,3,3,0,2.5,110,6,4.9,1.1,2.2,Social Media,8,3.2,8.5
2070,Mehdi Meliani,18,Male,Ksar El Abtal,11th,8.9,5.7,86,4,1.6,5,3,6,1,0.6,24,9,3.6,1.3,2.0,Social Media,10,9.6,10.0
2071,Rayane Ykhlef,18,Prefer not to say,Bordj Bou Arréridj,8th,3.1,8.1,70,3,0.0,5,8,1,1,0.4,55,17,2.3,2.3,1.6,Education,5,5.7,8.1
2072,Narimane Benabdallah,17,Prefer not to say,Ghardaïa,11th,4.5,8.2,98,0,0.4,4,7,7,1,1.2,91,19,3.5,2.0,1.2,Education,1,5.0,10.0
2073,Mahmoud Meliani,14,Prefer not to say,El Hadjira,9th,5.4,4.1,64,5,1.6,8,2,2,0,1.3,20,16,3.4,3.2,1.0,Education,2,7.8,10.0
2074,Zine Eddine Benali,14,Prefer not to say,Djelfa,11th,5.5,8.4,89,8,2.0,6,6,2,0,1.6,89,19,2.9,2.6,1.4,Browsing,7,5.7,10.0
2075,Cherif Touati,16,Female,Tazmalt,7th,2.3,6.5,78,5,1.5,8,10,10,0,0.6,98,20,1.6,2.2,0.6,Education,1,6.8,8.8
2076,Aicha Tebboune,19,Female,Tébessa,10th,2.9,8.1,82,0,1.2,1,2,7,1,1.4,129,5,2.1,2.3,0.8,Browsing,10,7.0,6.8
2077,Dalila Arar,15,Male,El Biar,8th,11.0,7.7,59,2,0.4,7,7,2,0,2.1,81,10,1.6,1.6,1.4,Browsing,8,6.2,10.0
2078,Souad Nadjib,19,Female,El Taref,9th,4.5,8.2,64,8,0.7,8,7,3,0,0.1,106,7,3.5,1.5,0.4,Social Media,3,6.9,8.9
2079,Aicha Zaoui,15,Female,Idrissia,7th,7.9,6.8,53,1,0.8,6,8,3,1,0.6,29,14,2.7,1.0,1.7,Education,4,8.0,10.0
2080,Hamza Larbi,15,Male,Mascara,10th,0.0,6.9,88,4,0.1,8,6,7,0,0.8,107,12,3.9,2.8,0.7,Social Media,4,7.6,7.8
2081,Majda Dris,13,Female,Ghardaïa,12th,2.7,6.7,99,8,0.9,5,4,8,1,1.6,45,14,2.3,1.6,1.1,Browsing,3,6.8,7.0
2082,Wahid Zaoui,19,Female,Zerdaza,9th,4.3,6.8,67,8,1.8,3,7,5,1,1.3,129,12,1.8,1.1,1.4,Education,4,4.7,8.8
2083,Nada Mezouar,15,Female,Biskra,11th,6.6,4.2,61,3,1.0,6,3,6,1,1.3,86,13,2.2,3.2,0.7,Gaming,5,5.4,10.0
2084,Chafik Meliani,17,Prefer not to say,Illizi,7th,3.8,4.7,84,1,3.3,8,5,7,1,0.7,56,11,2.5,1.0,0.4,Other,4,7.2,8.3
2085,Ikram Djaout,18,Prefer not to say,Saïda,12th,3.5,6.8,57,1,0.2,7,2,8,0,1.8,83,8,1.4,0.0,1.7,Social Media,10,8.6,4.8
2086,Nabil Djaballah,14,Male,Amizour,8th,1.3,5.9,86,6,1.4,1,8,4,0,0.8,89,20,3.5,2.6,1.2,Browsing,3,8.5,10.0
2087,Nabil Tigha,13,Prefer not to say,Annaba,12th,3.1,7.7,68,4,1.2,5,7,10,0,1.1,124,7,3.0,0.9,0.8,Education,6,7.3,7.0
2088,Samir Nemouchi,15,Male,Tiaret,9th,6.3,8.0,92,10,0.0,3,9,6,0,1.4,74,19,1.7,2.8,1.3,Education,3,7.2,10.0
2089,Leila Selmane,15,Prefer not to say,Biskra,12th,2.7,4.3,71,10,0.3,5,1,10,1,1.1,92,19,2.8,2.7,0.0,Gaming,5,0.0,10.0
2090,Mohamed Mecheri,15,Female,Aït Rzine,9th,5.9,3.8,50,7,1.4,4,6,3,1,1.3,129,14,1.4,1.4,0.4,Gaming,2,9.3,10.0
2091,Amin Bouziane,18,Prefer not to say,Khenchela,12th,6.2,6.4,88,8,0.6,2,7,3,1,0.2,82,12,3.4,1.4,0.4,Social Media,5,7.5,10.0
2092,Ahmed Benali,14,Female,El M'Ghair,12th,3.8,6.6,81,4,0.8,2,6,9,1,0.8,30,7,1.6,1.0,0.5,Browsing,1,6.2,5.1
2093,Farid Rabhi,13,Prefer not to say,Mizrana,11th,5.0,5.4,71,7,0.0,10,5,9,0,1.1,83,20,4.1,1.5,0.3,Social Media,2,4.6,10.0
2094,Badis Meliani,15,Prefer not to say,Bordj Emir Abdelkader,9th,8.1,7.4,88,4,1.2,7,5,6,0,1.5,128,19,1.7,1.0,0.5,Gaming,2,3.6,10.0
2095,Wissal Rahmouni,16,Male,Tamanrasset,12th,6.1,7.9,51,10,0.3,10,5,10,0,1.2,127,5,0.9,2.7,1.6,Education,3,3.9,9.3
2096,Ayoub Haddad,17,Female,Bordj Bou Arréridj,8th,8.0,7.7,75,1,1.0,4,6,4,0,0.2,107,11,2.7,1.3,1.6,Social Media,3,5.3,10.0
2097,Wissam Moussaoui,17,Female,Ouargla,9th,3.2,5.9,60,5,0.7,3,9,2,0,1.6,102,19,3.0,0.2,0.0,Other,5,4.8,9.3
2098,Kahina Ibrahim,19,Prefer not to say,Naama,12th,5.5,8.5,93,6,2.1,8,8,2,1,0.7,27,6,0.4,2.0,1.1,Education,5,3.8,5.4
2099,Soufiane Mahdi,17,Prefer not to say,T’Kout,12th,1.0,7.1,74,0,1.2,3,4,1,0,0.7,56,15,1.7,0.5,0.7,Social Media,10,9.2,3.8
2100,Wassila Moussaoui,19,Prefer not to say,Aït Mellikeche,12th,3.5,5.6,86,3,1.6,1,7,3,0,0.5,65,8,0.5,1.2,0.0,Other,2,7.6,5.3
2101,El Hadi Dris,16,Prefer not to say,Dély Ibrahim,10th,4.4,9.4,67,1,0.6,7,6,6,1,1.6,31,13,1.8,1.3,0.2,Gaming,1,4.2,6.0
2102,Youssra Meftah,18,Female,Ghassira,7th,4.3,3.2,91,4,0.4,6,4,5,1,1.9,104,20,2.6,1.1,0.9,Browsing,4,6.5,10.0
2103,Naima Si Ali,16,Prefer not to say,Akbou,8th,1.2,10.0,79,0,1.1,10,10,9,0,0.6,68,17,3.8,3.7,1.4,Education,2,9.7,8.5
2104,Cherif Guerfi,15,Male,Biskra,12th,5.7,6.8,55,2,0.0,5,1,10,0,1.4,35,18,5.0,0.5,0.0,Browsing,9,4.9,10.0
2105,Ilyes Zouaghi,13,Female,Issers,7th,6.7,8.9,52,0,1.3,2,2,10,0,0.0,105,17,1.6,0.7,2.2,Other,8,3.4,10.0
2106,Aicha Saidane,13,Prefer not to say,Mohammadia,9th,5.2,8.2,61,8,1.7,8,10,5,0,2.1,51,13,0.7,0.0,1.0,Other,9,3.9,5.4
2107,Chawki Djelloul,15,Prefer not to say,Hassi Bahbah,11th,4.5,6.4,51,9,1.7,1,8,5,1,0.8,46,11,0.9,0.8,0.5,Gaming,10,10.7,6.1
2108,Siham Benali,13,Female,Tifra,11th,6.9,6.1,59,4,0.7,2,6,6,0,0.7,114,15,1.4,1.9,2.6,Other,2,6.9,10.0
2109,Amel Ahmed,18,Female,Aïn Torki,12th,7.7,7.3,92,0,1.2,10,1,7,1,1.1,109,18,1.6,1.2,0.0,Gaming,7,9.0,10.0
2110,Noureddine Zouaghi,18,Female,El Bayadh,9th,2.8,7.0,93,5,0.8,4,5,2,0,1.5,42,6,2.8,1.0,0.6,Social Media,10,8.2,5.1
2111,Nadir Idir,18,Female,Dar El Beïda,11th,4.7,7.2,69,4,1.2,8,4,4,0,0.8,53,11,3.0,2.2,0.7,Browsing,1,6.2,9.6
2112,Sabrina Ayachi,19,Female,Benifouda,12th,4.8,5.6,84,5,1.4,7,10,3,0,1.9,95,8,2.3,2.5,0.9,Other,8,11.2,10.0
2113,Badis Mahdi,16,Male,Mekla,8th,6.5,8.0,85,8,0.8,2,5,4,0,1.0,135,13,5.0,1.8,0.6,Browsing,2,7.5,10.0
2114,Shahrazad Saidi,14,Female,Médéa,8th,8.1,8.8,58,2,1.4,5,9,7,0,0.4,122,6,2.0,0.8,1.2,Browsing,1,5.9,10.0
2115,Ahmed Nemouchi,16,Male,Lounassa,7th,3.4,5.5,61,1,1.0,2,8,9,1,1.3,27,12,1.8,0.6,1.4,Other,10,5.5,6.0
2116,Anis Dekkiche,13,Prefer not to say,Biskra,9th,3.3,5.2,96,2,1.1,7,3,10,1,1.3,21,12,1.3,1.3,0.3,Gaming,9,5.4,6.1
2117,Fateh Laid,14,Prefer not to say,Touggourt,10th,4.9,6.8,91,3,2.3,7,5,7,0,1.5,77,16,3.0,1.9,0.6,Browsing,7,2.1,10.0
2118,Zakaria Benaissa,17,Female,Souk El Khemis,10th,3.8,4.9,92,8,0.0,5,5,3,0,2.2,43,7,1.9,3.3,1.6,Gaming,9,8.3,8.8
2119,El Hadi Boudjemaa,18,Male,Iferhounène,12th,4.5,3.0,67,2,3.6,2,5,10,0,0.5,129,8,2.5,1.5,0.4,Other,2,7.2,10.0
2120,Ikram Kadri,14,Male,Zéralda,12th,3.1,5.7,91,5,2.2,9,1,3,1,0.5,32,17,0.9,0.7,1.0,Social Media,3,7.6,5.9
2121,amina Tigha,16,Prefer not to say,Aïn Bouziane,9th,7.2,4.9,58,1,0.0,3,3,1,1,0.0,120,6,3.0,3.9,0.0,Other,9,8.8,10.0
2122,Sonia Zouaghi,14,Male,Taxlent,9th,6.8,6.2,87,7,0.0,1,4,10,0,0.6,72,5,1.0,1.1,0.4,Social Media,2,4.3,8.2
2123,Nabil Kerroum,16,Prefer not to say,Aïn Bessem,10th,2.7,3.6,80,1,2.0,5,2,4,0,2.1,109,19,3.5,1.3,1.8,Education,6,9.6,10.0
2124,Hana Zouaghi,18,Male,Oued Chorfa,11th,6.9,4.2,75,6,0.0,3,8,2,1,1.3,137,8,3.0,0.0,1.1,Other,3,4.8,10.0
2125,Chawki Othmani,17,Female,Touggourt,8th,5.6,5.0,78,9,1.3,4,4,10,0,0.4,22,13,0.8,1.3,1.6,Gaming,8,5.2,8.2
2126,Reda Ben Toumi,14,Prefer not to say,Salah Bey,9th,2.7,5.7,76,5,1.0,1,8,6,1,1.1,60,14,0.9,0.6,0.9,Browsing,9,6.1,5.4
2127,Kamal Attia,13,Prefer not to say,Naama,7th,3.9,7.8,72,10,1.8,5,7,1,0,1.5,145,20,1.4,1.5,0.6,Browsing,4,10.5,9.8
2128,Asma Kadri,15,Female,Boumedfaa,8th,4.8,5.0,58,5,1.2,6,10,4,1,1.3,21,15,2.7,0.5,1.5,Gaming,10,7.3,8.9
2129,Lamia Ahmed,18,Female,Talkhamt,8th,5.7,5.3,73,4,0.2,4,7,7,1,1.1,143,7,2.3,1.2,1.5,Education,9,5.3,10.0
2130,Djallel Merouane,14,Male,Naama,9th,3.0,5.6,77,1,0.4,7,7,6,0,1.4,27,17,4.0,0.9,0.9,Education,1,5.3,9.0
2131,Melissa Benhadj,13,Prefer not to say,Khenchela,9th,9.0,8.1,92,1,1.1,1,5,3,1,0.9,21,18,2.9,0.9,0.9,Gaming,7,7.3,10.0
2132,Riadh Cherif,13,Prefer not to say,Mostaganem,12th,3.3,6.3,96,7,1.0,4,4,8,0,1.7,141,8,1.3,2.5,0.7,Gaming,3,9.7,8.4
2133,Zineb Zouaoui,16,Female,Beni Zmenzer,8th,2.0,5.1,68,6,0.4,3,5,2,0,1.4,30,16,1.2,1.0,2.7,Browsing,9,6.1,5.4
2134,Feryel Mohamed,13,Male,Ouled Moussa,10th,5.0,8.3,63,3,0.0,6,2,5,1,1.2,139,9,1.3,0.5,0.0,Social Media,8,3.8,7.2
2135,Sid Ahmed Younsi,13,Prefer not to say,In Salah,7th,4.4,5.2,72,10,1.4,1,9,10,1,0.0,145,13,2.6,0.8,1.8,Other,2,3.3,10.0
2136,Hanane Remili,17,Female,Tipaza,12th,6.4,7.2,89,7,0.3,8,8,1,0,1.0,86,8,2.8,0.0,1.3,Social Media,9,9.6,8.9
2137,Basma Trabelsi,16,Prefer not to say,Illizi,7th,3.2,6.5,97,1,2.6,8,2,7,0,0.9,50,13,2.1,2.2,1.2,Education,9,5.3,7.9
2138,Melissa Mansouri,15,Male,Touggourt,12th,2.9,6.1,79,7,2.9,3,4,2,0,1.3,128,8,1.9,1.6,1.3,Browsing,2,4.1,7.5
2139,Hakim Zaoui,18,Male,Sidi Amrane,7th,8.2,5.1,79,8,2.8,9,3,3,1,0.8,90,19,3.1,1.3,2.3,Other,7,6.3,10.0
2140,Sabrina Bouziane,13,Prefer not to say,Bousaada,11th,2.2,7.1,97,4,1.4,7,7,1,0,1.7,56,12,1.9,0.4,0.1,Other,3,6.5,4.5
2141,Youssef Mokhtar,17,Male,El Bayadh,8th,6.7,4.7,67,3,1.3,10,1,3,0,0.8,129,6,2.8,0.8,1.7,Gaming,7,9.9,10.0
2142,Sid Ahmed Rahmani,18,Female,Ouargla,11th,5.0,5.3,77,9,1.0,6,6,9,0,1.1,122,15,2.8,0.8,0.9,Gaming,8,7.3,10.0
2143,Saida Maouche,18,Male,Djasr Kasentina,8th,3.5,5.5,79,4,1.3,7,4,3,1,0.8,118,12,3.1,1.3,0.8,Social Media,4,7.5,9.9
2144,Feriel Djelloul,19,Prefer not to say,Ouled Djellal,12th,6.5,6.7,100,9,0.0,2,2,10,0,1.1,123,13,2.8,0.1,1.2,Gaming,7,6.5,10.0
2145,Sabah Benguettaf,18,Male,Agouni Gueghrane,11th,6.6,7.5,79,7,0.0,10,7,9,1,0.4,26,16,2.3,2.3,0.6,Other,3,3.8,10.0
2146,Nasreddine Salhi,13,Prefer not to say,Médéa,7th,2.9,6.4,68,4,1.0,4,10,4,0,0.2,25,19,2.6,1.6,0.4,Education,3,7.3,8.2
2147,Okba Mohamed,13,Female,Timimoun,7th,8.0,5.8,66,6,0.7,1,3,8,0,1.5,83,8,1.5,2.9,0.9,Other,8,5.3,10.0
2148,Lakhdar Lakhdar,16,Female,Beni Fouda,10th,6.0,7.1,55,2,0.0,9,9,10,0,0.5,134,20,1.5,2.2,0.0,Education,10,4.3,10.0
2149,Hakim Bendjebbar,17,Prefer not to say,Chorfa,10th,3.8,7.0,96,4,1.4,5,7,7,1,0.4,128,17,2.4,0.0,0.4,Social Media,3,5.0,8.7
2150,Ouassim Louanchi,16,Female,Layoune,12th,8.1,3.8,85,3,0.9,4,4,4,1,1.1,98,18,3.3,1.9,2.5,Browsing,2,3.9,10.0
2151,Akram Othmani,19,Female,Tichy,10th,4.2,7.2,85,0,0.6,7,5,7,1,0.9,150,16,1.4,0.9,0.8,Other,4,4.6,9.1
2152,Djallel Haddad,17,Female,Tiaret,7th,3.3,4.0,68,1,1.8,1,3,4,0,0.7,20,17,3.1,2.6,1.4,Gaming,10,6.3,10.0
2153,Sonia Attia,19,Prefer not to say,Sétif,7th,2.3,4.5,61,2,0.3,2,9,3,0,0.2,78,9,1.9,3.1,0.5,Education,9,6.2,8.4
2154,Zahra Gacemi,18,Prefer not to say,Ghardaïa,8th,5.9,7.6,59,0,1.5,6,1,1,1,1.5,129,20,0.4,1.3,0.9,Social Media,3,6.9,10.0
2155,Djamel Adjal,15,Male,Khenchela,12th,5.2,3.0,54,5,1.8,6,2,6,0,1.3,95,12,1.4,2.8,1.1,Browsing,2,8.9,10.0
2156,Leila Si Ali,15,Female,Tessaout,10th,7.0,7.6,87,5,0.0,7,6,10,0,0.9,32,18,2.0,0.0,0.6,Education,2,4.7,9.4
2157,Fateh Bahri,13,Male,Ouled Derradj,11th,6.0,7.7,98,9,1.7,1,5,5,0,0.4,55,10,3.9,0.0,0.1,Browsing,5,8.2,9.2
